PopID,Block,Treatment,Year,Date,Month,Time,Data.Temp
L01,7,High Humidity,Year 1,3/5/20,Mar,7:01,9
A04,1,High Humidity,Year 1,3/5/20,Mar,11:01,11
C10,3,High Humidity,Year 1,3/5/20,Mar,11:01,13
J07,5,High Humidity,Year 1,3/5/20,Mar,11:01,11.5
L01,7,High Humidity,Year 1,3/5/20,Mar,11:01,10.5
A04,1,High Humidity,Year 1,3/5/20,Mar,15:01,14.5
C10,3,High Humidity,Year 1,3/5/20,Mar,15:01,18.5
J07,5,High Humidity,Year 1,3/5/20,Mar,15:01,15.5
L01,7,High Humidity,Year 1,3/5/20,Mar,15:01,13.5
A04,1,High Humidity,Year 1,3/5/20,Mar,19:01,10.5
C10,3,High Humidity,Year 1,3/5/20,Mar,19:01,11
J07,5,High Humidity,Year 1,3/5/20,Mar,19:01,11
L01,7,High Humidity,Year 1,3/5/20,Mar,19:01,11
A04,1,High Humidity,Year 1,3/5/20,Mar,23:01,9.5
C10,3,High Humidity,Year 1,3/5/20,Mar,23:01,10
J07,5,High Humidity,Year 1,3/5/20,Mar,23:01,10
L01,7,High Humidity,Year 1,3/5/20,Mar,23:01,10
A09,3,Native Soil,Year 1,3/5/20,Mar,3:01,9
D02,1,Native Soil,Year 1,3/5/20,Mar,3:01,9.5
J09,5,Native Soil,Year 1,3/5/20,Mar,3:01,9.5
L07,7,Native Soil,Year 1,3/5/20,Mar,3:01,9.5
A09,3,Native Soil,Year 1,3/5/20,Mar,7:01,8.5
D02,1,Native Soil,Year 1,3/5/20,Mar,7:01,9
J09,5,Native Soil,Year 1,3/5/20,Mar,7:01,9
L07,7,Native Soil,Year 1,3/5/20,Mar,7:01,9
A09,3,Native Soil,Year 1,3/5/20,Mar,11:01,11
D02,1,Native Soil,Year 1,3/5/20,Mar,11:01,11
J09,5,Native Soil,Year 1,3/5/20,Mar,11:01,10.5
L07,7,Native Soil,Year 1,3/5/20,Mar,11:01,11
A09,3,Native Soil,Year 1,3/5/20,Mar,15:01,14.5
D02,1,Native Soil,Year 1,3/5/20,Mar,15:01,14
J09,5,Native Soil,Year 1,3/5/20,Mar,15:01,13.5
L07,7,Native Soil,Year 1,3/5/20,Mar,15:01,13.5
A09,3,Native Soil,Year 1,3/5/20,Mar,19:01,11
D02,1,Native Soil,Year 1,3/5/20,Mar,19:01,11
J09,5,Native Soil,Year 1,3/5/20,Mar,19:01,11
L07,7,Native Soil,Year 1,3/5/20,Mar,19:01,11
A09,3,Native Soil,Year 1,3/5/20,Mar,23:01,10
D02,1,Native Soil,Year 1,3/5/20,Mar,23:01,10.5
J09,5,Native Soil,Year 1,3/5/20,Mar,23:01,10.5
L07,7,Native Soil,Year 1,3/5/20,Mar,23:01,10.5
A00,1,Litter,Year 1,3/5/20,Mar,3:01,9.5
B13,3,Litter,Year 1,3/5/20,Mar,3:01,9.5
H06,5,Litter,Year 1,3/5/20,Mar,3:01,10
K06,7,Litter,Year 1,3/5/20,Mar,3:01,10
A00,1,Litter,Year 1,3/5/20,Mar,7:01,9
B13,3,Litter,Year 1,3/5/20,Mar,7:01,9
H06,5,Litter,Year 1,3/5/20,Mar,7:01,9.5
K06,7,Litter,Year 1,3/5/20,Mar,7:01,9.5
A00,1,Litter,Year 1,3/5/20,Mar,11:01,11
B13,3,Litter,Year 1,3/5/20,Mar,11:01,10.5
H06,5,Litter,Year 1,3/5/20,Mar,11:01,10
K06,7,Litter,Year 1,3/5/20,Mar,11:01,10
A00,1,Litter,Year 1,3/5/20,Mar,15:01,14.5
B13,3,Litter,Year 1,3/5/20,Mar,15:01,13
H06,5,Litter,Year 1,3/5/20,Mar,15:01,12
K06,7,Litter,Year 1,3/5/20,Mar,15:01,12.5
A00,1,Litter,Year 1,3/5/20,Mar,19:01,11
B13,3,Litter,Year 1,3/5/20,Mar,19:01,11
H06,5,Litter,Year 1,3/5/20,Mar,19:01,11
K06,7,Litter,Year 1,3/5/20,Mar,19:01,11.5
A00,1,Litter,Year 1,3/5/20,Mar,23:01,10
B13,3,Litter,Year 1,3/5/20,Mar,23:01,10.5
H06,5,Litter,Year 1,3/5/20,Mar,23:01,10.5
K06,7,Litter,Year 1,3/5/20,Mar,23:01,10.5
B01,1,Control,Year 1,3/6/20,Mar,3:01,10
D13,3,Control,Year 1,3/6/20,Mar,3:01,10.5
G05,5,Control,Year 1,3/6/20,Mar,3:01,10
K04,7,Control,Year 1,3/6/20,Mar,3:01,10.5
B01,1,Control,Year 1,3/6/20,Mar,7:01,8
D13,3,Control,Year 1,3/6/20,Mar,7:01,9
G05,5,Control,Year 1,3/6/20,Mar,7:01,8
K04,7,Control,Year 1,3/6/20,Mar,7:01,9
B01,1,Control,Year 1,3/6/20,Mar,11:01,11
D13,3,Control,Year 1,3/6/20,Mar,11:01,11
G05,5,Control,Year 1,3/6/20,Mar,11:01,11
K04,7,Control,Year 1,3/6/20,Mar,11:01,10.5
B01,1,Control,Year 1,3/6/20,Mar,15:01,13
D13,3,Control,Year 1,3/6/20,Mar,15:01,12.5
G05,5,Control,Year 1,3/6/20,Mar,15:01,12
K04,7,Control,Year 1,3/6/20,Mar,15:01,12.5
B01,1,Control,Year 1,3/6/20,Mar,19:01,10
D13,3,Control,Year 1,3/6/20,Mar,19:01,11
G05,5,Control,Year 1,3/6/20,Mar,19:01,9.5
K04,7,Control,Year 1,3/6/20,Mar,19:01,10.5
B01,1,Control,Year 1,3/6/20,Mar,23:01,8
D13,3,Control,Year 1,3/6/20,Mar,23:01,9
G05,5,Control,Year 1,3/6/20,Mar,23:01,7.5
K04,7,Control,Year 1,3/6/20,Mar,23:01,8
A04,1,High Humidity,Year 1,3/6/20,Mar,3:01,9
C10,3,High Humidity,Year 1,3/6/20,Mar,3:01,9.5
J07,5,High Humidity,Year 1,3/6/20,Mar,3:01,9
L01,7,High Humidity,Year 1,3/6/20,Mar,3:01,10
A04,1,High Humidity,Year 1,3/6/20,Mar,7:01,6.5
C10,3,High Humidity,Year 1,3/6/20,Mar,7:01,6.5
J07,5,High Humidity,Year 1,3/6/20,Mar,7:01,6.5
L01,7,High Humidity,Year 1,3/6/20,Mar,7:01,8
A04,1,High Humidity,Year 1,3/6/20,Mar,11:01,12
C10,3,High Humidity,Year 1,3/6/20,Mar,11:01,15.5
J07,5,High Humidity,Year 1,3/6/20,Mar,11:01,12.5
L01,7,High Humidity,Year 1,3/6/20,Mar,11:01,11
A04,1,High Humidity,Year 1,3/6/20,Mar,15:01,13.5
C10,3,High Humidity,Year 1,3/6/20,Mar,15:01,15.5
J07,5,High Humidity,Year 1,3/6/20,Mar,15:01,14
L01,7,High Humidity,Year 1,3/6/20,Mar,15:01,12.5
A04,1,High Humidity,Year 1,3/6/20,Mar,19:01,8.5
C10,3,High Humidity,Year 1,3/6/20,Mar,19:01,8
J07,5,High Humidity,Year 1,3/6/20,Mar,19:01,9
L01,7,High Humidity,Year 1,3/6/20,Mar,19:01,10
A04,1,High Humidity,Year 1,3/6/20,Mar,23:01,6
C10,3,High Humidity,Year 1,3/6/20,Mar,23:01,5.5
J07,5,High Humidity,Year 1,3/6/20,Mar,23:01,6
L01,7,High Humidity,Year 1,3/6/20,Mar,23:01,8.5
A09,3,Native Soil,Year 1,3/6/20,Mar,3:01,9
D02,1,Native Soil,Year 1,3/6/20,Mar,3:01,9.5
J09,5,Native Soil,Year 1,3/6/20,Mar,3:01,9.5
L07,7,Native Soil,Year 1,3/6/20,Mar,3:01,9.5
A09,3,Native Soil,Year 1,3/6/20,Mar,7:01,6.5
D02,1,Native Soil,Year 1,3/6/20,Mar,7:01,7.5
J09,5,Native Soil,Year 1,3/6/20,Mar,7:01,8
L07,7,Native Soil,Year 1,3/6/20,Mar,7:01,7.5
A09,3,Native Soil,Year 1,3/6/20,Mar,11:01,12
D02,1,Native Soil,Year 1,3/6/20,Mar,11:01,12.5
J09,5,Native Soil,Year 1,3/6/20,Mar,11:01,11
L07,7,Native Soil,Year 1,3/6/20,Mar,11:01,11.5
A09,3,Native Soil,Year 1,3/6/20,Mar,15:01,13
D02,1,Native Soil,Year 1,3/6/20,Mar,15:01,13
J09,5,Native Soil,Year 1,3/6/20,Mar,15:01,12.5
L07,7,Native Soil,Year 1,3/6/20,Mar,15:01,12
A09,3,Native Soil,Year 1,3/6/20,Mar,19:01,8.5
D02,1,Native Soil,Year 1,3/6/20,Mar,19:01,9
J09,5,Native Soil,Year 1,3/6/20,Mar,19:01,9.5
L07,7,Native Soil,Year 1,3/6/20,Mar,19:01,9
A09,3,Native Soil,Year 1,3/6/20,Mar,23:01,6
D02,1,Native Soil,Year 1,3/6/20,Mar,23:01,7
J09,5,Native Soil,Year 1,3/6/20,Mar,23:01,7.5
L07,7,Native Soil,Year 1,3/6/20,Mar,23:01,7
A00,1,Litter,Year 1,3/6/20,Mar,3:01,10
B13,3,Litter,Year 1,3/6/20,Mar,3:01,10
H06,5,Litter,Year 1,3/6/20,Mar,3:01,10
K06,7,Litter,Year 1,3/6/20,Mar,3:01,10
A00,1,Litter,Year 1,3/6/20,Mar,7:01,7.5
B13,3,Litter,Year 1,3/6/20,Mar,7:01,8
H06,5,Litter,Year 1,3/6/20,Mar,7:01,8.5
K06,7,Litter,Year 1,3/6/20,Mar,7:01,8
A00,1,Litter,Year 1,3/6/20,Mar,11:01,11
B13,3,Litter,Year 1,3/6/20,Mar,11:01,10.5
H06,5,Litter,Year 1,3/6/20,Mar,11:01,10
K06,7,Litter,Year 1,3/6/20,Mar,11:01,10
A00,1,Litter,Year 1,3/6/20,Mar,15:01,12.5
B13,3,Litter,Year 1,3/6/20,Mar,15:01,11.5
H06,5,Litter,Year 1,3/6/20,Mar,15:01,12
K06,7,Litter,Year 1,3/6/20,Mar,15:01,12
A00,1,Litter,Year 1,3/6/20,Mar,19:01,9.5
B13,3,Litter,Year 1,3/6/20,Mar,19:01,10
H06,5,Litter,Year 1,3/6/20,Mar,19:01,10.5
K06,7,Litter,Year 1,3/6/20,Mar,19:01,10.5
A00,1,Litter,Year 1,3/6/20,Mar,23:01,8
B13,3,Litter,Year 1,3/6/20,Mar,23:01,8
H06,5,Litter,Year 1,3/6/20,Mar,23:01,8.5
K06,7,Litter,Year 1,3/6/20,Mar,23:01,8.5
B01,1,Control,Year 1,3/7/20,Mar,3:01,6.5
D13,3,Control,Year 1,3/7/20,Mar,3:01,8
G05,5,Control,Year 1,3/7/20,Mar,3:01,6
K04,7,Control,Year 1,3/7/20,Mar,3:01,7
B01,1,Control,Year 1,3/7/20,Mar,7:01,5.5
D13,3,Control,Year 1,3/7/20,Mar,7:01,7
G05,5,Control,Year 1,3/7/20,Mar,7:01,5
K04,7,Control,Year 1,3/7/20,Mar,7:01,6
B01,1,Control,Year 1,3/7/20,Mar,11:01,10.5
D13,3,Control,Year 1,3/7/20,Mar,11:01,9.5
G05,5,Control,Year 1,3/7/20,Mar,11:01,12.5
K04,7,Control,Year 1,3/7/20,Mar,11:01,9.5
B01,1,Control,Year 1,3/7/20,Mar,15:01,16
D13,3,Control,Year 1,3/7/20,Mar,15:01,14
G05,5,Control,Year 1,3/7/20,Mar,15:01,16
K04,7,Control,Year 1,3/7/20,Mar,15:01,14
B01,1,Control,Year 1,3/7/20,Mar,19:01,10.5
D13,3,Control,Year 1,3/7/20,Mar,19:01,12
G05,5,Control,Year 1,3/7/20,Mar,19:01,10
K04,7,Control,Year 1,3/7/20,Mar,19:01,11
B01,1,Control,Year 1,3/7/20,Mar,23:01,7.5
D13,3,Control,Year 1,3/7/20,Mar,23:01,9
G05,5,Control,Year 1,3/7/20,Mar,23:01,7
K04,7,Control,Year 1,3/7/20,Mar,23:01,7.5
A04,1,High Humidity,Year 1,3/7/20,Mar,3:01,4.5
C10,3,High Humidity,Year 1,3/7/20,Mar,3:01,4.5
J07,5,High Humidity,Year 1,3/7/20,Mar,3:01,5
L01,7,High Humidity,Year 1,3/7/20,Mar,3:01,7
A04,1,High Humidity,Year 1,3/7/20,Mar,7:01,3.5
C10,3,High Humidity,Year 1,3/7/20,Mar,7:01,3.5
J07,5,High Humidity,Year 1,3/7/20,Mar,7:01,4
L01,7,High Humidity,Year 1,3/7/20,Mar,7:01,6.5
A04,1,High Humidity,Year 1,3/7/20,Mar,11:01,14.5
C10,3,High Humidity,Year 1,3/7/20,Mar,11:01,20
J07,5,High Humidity,Year 1,3/7/20,Mar,11:01,14.5
L01,7,High Humidity,Year 1,3/7/20,Mar,11:01,10.5
A04,1,High Humidity,Year 1,3/7/20,Mar,15:01,17.5
C10,3,High Humidity,Year 1,3/7/20,Mar,15:01,23
J07,5,High Humidity,Year 1,3/7/20,Mar,15:01,19.5
L01,7,High Humidity,Year 1,3/7/20,Mar,15:01,15
A04,1,High Humidity,Year 1,3/7/20,Mar,19:01,9.5
C10,3,High Humidity,Year 1,3/7/20,Mar,19:01,8.5
J07,5,High Humidity,Year 1,3/7/20,Mar,19:01,9.5
L01,7,High Humidity,Year 1,3/7/20,Mar,19:01,10.5
A04,1,High Humidity,Year 1,3/7/20,Mar,23:01,5
C10,3,High Humidity,Year 1,3/7/20,Mar,23:01,5
J07,5,High Humidity,Year 1,3/7/20,Mar,23:01,5.5
L01,7,High Humidity,Year 1,3/7/20,Mar,23:01,8
A09,3,Native Soil,Year 1,3/7/20,Mar,3:01,5
D02,1,Native Soil,Year 1,3/7/20,Mar,3:01,5.5
J09,5,Native Soil,Year 1,3/7/20,Mar,3:01,6
L07,7,Native Soil,Year 1,3/7/20,Mar,3:01,6
A09,3,Native Soil,Year 1,3/7/20,Mar,7:01,4
D02,1,Native Soil,Year 1,3/7/20,Mar,7:01,4.5
J09,5,Native Soil,Year 1,3/7/20,Mar,7:01,5.5
L07,7,Native Soil,Year 1,3/7/20,Mar,7:01,5
A09,3,Native Soil,Year 1,3/7/20,Mar,11:01,11
D02,1,Native Soil,Year 1,3/7/20,Mar,11:01,12.5
J09,5,Native Soil,Year 1,3/7/20,Mar,11:01,10.5
L07,7,Native Soil,Year 1,3/7/20,Mar,11:01,11
A09,3,Native Soil,Year 1,3/7/20,Mar,15:01,17.5
D02,1,Native Soil,Year 1,3/7/20,Mar,15:01,17.5
J09,5,Native Soil,Year 1,3/7/20,Mar,15:01,14.5
L07,7,Native Soil,Year 1,3/7/20,Mar,15:01,15.5
A09,3,Native Soil,Year 1,3/7/20,Mar,19:01,9
D02,1,Native Soil,Year 1,3/7/20,Mar,19:01,10
J09,5,Native Soil,Year 1,3/7/20,Mar,19:01,10
L07,7,Native Soil,Year 1,3/7/20,Mar,19:01,9.5
A09,3,Native Soil,Year 1,3/7/20,Mar,23:01,5.5
D02,1,Native Soil,Year 1,3/7/20,Mar,23:01,6.5
J09,5,Native Soil,Year 1,3/7/20,Mar,23:01,7
L07,7,Native Soil,Year 1,3/7/20,Mar,23:01,7
A00,1,Litter,Year 1,3/7/20,Mar,3:01,6.5
B13,3,Litter,Year 1,3/7/20,Mar,3:01,7
H06,5,Litter,Year 1,3/7/20,Mar,3:01,7.5
K06,7,Litter,Year 1,3/7/20,Mar,3:01,7.5
A00,1,Litter,Year 1,3/7/20,Mar,7:01,6
B13,3,Litter,Year 1,3/7/20,Mar,7:01,6
H06,5,Litter,Year 1,3/7/20,Mar,7:01,6.5
K06,7,Litter,Year 1,3/7/20,Mar,7:01,6.5
A00,1,Litter,Year 1,3/7/20,Mar,11:01,11
B13,3,Litter,Year 1,3/7/20,Mar,11:01,9.5
H06,5,Litter,Year 1,3/7/20,Mar,11:01,9.5
K06,7,Litter,Year 1,3/7/20,Mar,11:01,9.5
A00,1,Litter,Year 1,3/7/20,Mar,15:01,16.5
B13,3,Litter,Year 1,3/7/20,Mar,15:01,13
H06,5,Litter,Year 1,3/7/20,Mar,15:01,13.5
K06,7,Litter,Year 1,3/7/20,Mar,15:01,14
A00,1,Litter,Year 1,3/7/20,Mar,19:01,9.5
B13,3,Litter,Year 1,3/7/20,Mar,19:01,10
H06,5,Litter,Year 1,3/7/20,Mar,19:01,11
K06,7,Litter,Year 1,3/7/20,Mar,19:01,11
A00,1,Litter,Year 1,3/7/20,Mar,23:01,7
B13,3,Litter,Year 1,3/7/20,Mar,23:01,7.5
H06,5,Litter,Year 1,3/7/20,Mar,23:01,8.5
K06,7,Litter,Year 1,3/7/20,Mar,23:01,8
B01,1,Control,Year 1,3/8/20,Mar,4:01,6
D13,3,Control,Year 1,3/8/20,Mar,4:01,7.5
G05,5,Control,Year 1,3/8/20,Mar,4:01,5.5
K04,7,Control,Year 1,3/8/20,Mar,4:01,6.5
B01,1,Control,Year 1,3/8/20,Mar,8:01,5
D13,3,Control,Year 1,3/8/20,Mar,8:01,6.5
G05,5,Control,Year 1,3/8/20,Mar,8:01,4.5
K04,7,Control,Year 1,3/8/20,Mar,8:01,5.5
B01,1,Control,Year 1,3/8/20,Mar,12:01,11
D13,3,Control,Year 1,3/8/20,Mar,12:01,10
G05,5,Control,Year 1,3/8/20,Mar,12:01,12
K04,7,Control,Year 1,3/8/20,Mar,12:01,9.5
B01,1,Control,Year 1,3/8/20,Mar,16:01,15.5
D13,3,Control,Year 1,3/8/20,Mar,16:01,14.5
G05,5,Control,Year 1,3/8/20,Mar,16:01,16.5
K04,7,Control,Year 1,3/8/20,Mar,16:01,14.5
B01,1,Control,Year 1,3/8/20,Mar,20:01,11.5
D13,3,Control,Year 1,3/8/20,Mar,20:01,12.5
G05,5,Control,Year 1,3/8/20,Mar,20:01,10.5
K04,7,Control,Year 1,3/8/20,Mar,20:01,11.5
A04,1,High Humidity,Year 1,3/8/20,Mar,4:01,3.5
C10,3,High Humidity,Year 1,3/8/20,Mar,4:01,3
J07,5,High Humidity,Year 1,3/8/20,Mar,4:01,3.5
L01,7,High Humidity,Year 1,3/8/20,Mar,4:01,6.5
A04,1,High Humidity,Year 1,3/8/20,Mar,8:01,3
C10,3,High Humidity,Year 1,3/8/20,Mar,8:01,2.5
J07,5,High Humidity,Year 1,3/8/20,Mar,8:01,3
L01,7,High Humidity,Year 1,3/8/20,Mar,8:01,6
A04,1,High Humidity,Year 1,3/8/20,Mar,12:01,14.5
C10,3,High Humidity,Year 1,3/8/20,Mar,12:01,21
J07,5,High Humidity,Year 1,3/8/20,Mar,12:01,15
L01,7,High Humidity,Year 1,3/8/20,Mar,12:01,10.5
A04,1,High Humidity,Year 1,3/8/20,Mar,16:01,18.5
C10,3,High Humidity,Year 1,3/8/20,Mar,16:01,24.5
J07,5,High Humidity,Year 1,3/8/20,Mar,16:01,20.5
L01,7,High Humidity,Year 1,3/8/20,Mar,16:01,15.5
A04,1,High Humidity,Year 1,3/8/20,Mar,20:01,10.5
C10,3,High Humidity,Year 1,3/8/20,Mar,20:01,10.5
J07,5,High Humidity,Year 1,3/8/20,Mar,20:01,11
L01,7,High Humidity,Year 1,3/8/20,Mar,20:01,11.5
A09,3,Native Soil,Year 1,3/8/20,Mar,4:01,4
D02,1,Native Soil,Year 1,3/8/20,Mar,4:01,5
J09,5,Native Soil,Year 1,3/8/20,Mar,4:01,5.5
L07,7,Native Soil,Year 1,3/8/20,Mar,4:01,5
A09,3,Native Soil,Year 1,3/8/20,Mar,8:01,3
D02,1,Native Soil,Year 1,3/8/20,Mar,8:01,4
J09,5,Native Soil,Year 1,3/8/20,Mar,8:01,4.5
L07,7,Native Soil,Year 1,3/8/20,Mar,8:01,4
A09,3,Native Soil,Year 1,3/8/20,Mar,12:01,11.5
D02,1,Native Soil,Year 1,3/8/20,Mar,12:01,12.5
J09,5,Native Soil,Year 1,3/8/20,Mar,12:01,11
L07,7,Native Soil,Year 1,3/8/20,Mar,12:01,11.5
A09,3,Native Soil,Year 1,3/8/20,Mar,16:01,20
D02,1,Native Soil,Year 1,3/8/20,Mar,16:01,18.5
J09,5,Native Soil,Year 1,3/8/20,Mar,16:01,15.5
L07,7,Native Soil,Year 1,3/8/20,Mar,16:01,16.5
A09,3,Native Soil,Year 1,3/8/20,Mar,20:01,11
D02,1,Native Soil,Year 1,3/8/20,Mar,20:01,11
J09,5,Native Soil,Year 1,3/8/20,Mar,20:01,11
L07,7,Native Soil,Year 1,3/8/20,Mar,20:01,10.5
A00,1,Litter,Year 1,3/8/20,Mar,4:01,5.5
B13,3,Litter,Year 1,3/8/20,Mar,4:01,6
H06,5,Litter,Year 1,3/8/20,Mar,4:01,7
K06,7,Litter,Year 1,3/8/20,Mar,4:01,6.5
A00,1,Litter,Year 1,3/8/20,Mar,8:01,4.5
B13,3,Litter,Year 1,3/8/20,Mar,8:01,5
H06,5,Litter,Year 1,3/8/20,Mar,8:01,6
K06,7,Litter,Year 1,3/8/20,Mar,8:01,5.5
A00,1,Litter,Year 1,3/8/20,Mar,12:01,12
B13,3,Litter,Year 1,3/8/20,Mar,12:01,11
H06,5,Litter,Year 1,3/8/20,Mar,12:01,9
K06,7,Litter,Year 1,3/8/20,Mar,12:01,9.5
A00,1,Litter,Year 1,3/8/20,Mar,16:01,18
B13,3,Litter,Year 1,3/8/20,Mar,16:01,15
H06,5,Litter,Year 1,3/8/20,Mar,16:01,14
K06,7,Litter,Year 1,3/8/20,Mar,16:01,15
A00,1,Litter,Year 1,3/8/20,Mar,20:01,11
B13,3,Litter,Year 1,3/8/20,Mar,20:01,11
H06,5,Litter,Year 1,3/8/20,Mar,20:01,11.5
K06,7,Litter,Year 1,3/8/20,Mar,20:01,12
B01,1,Control,Year 1,3/9/20,Mar,0:01,9
D13,3,Control,Year 1,3/9/20,Mar,0:01,10
G05,5,Control,Year 1,3/9/20,Mar,0:01,8
K04,7,Control,Year 1,3/9/20,Mar,0:01,9
B01,1,Control,Year 1,3/9/20,Mar,4:01,7
D13,3,Control,Year 1,3/9/20,Mar,4:01,8.5
G05,5,Control,Year 1,3/9/20,Mar,4:01,6.5
K04,7,Control,Year 1,3/9/20,Mar,4:01,7.5
B01,1,Control,Year 1,3/9/20,Mar,8:01,6
D13,3,Control,Year 1,3/9/20,Mar,8:01,7.5
G05,5,Control,Year 1,3/9/20,Mar,8:01,5.5
K04,7,Control,Year 1,3/9/20,Mar,8:01,6
B01,1,Control,Year 1,3/9/20,Mar,12:01,11.5
D13,3,Control,Year 1,3/9/20,Mar,12:01,11
G05,5,Control,Year 1,3/9/20,Mar,12:01,13.5
K04,7,Control,Year 1,3/9/20,Mar,12:01,11
B01,1,Control,Year 1,3/9/20,Mar,16:01,15.5
D13,3,Control,Year 1,3/9/20,Mar,16:01,14.5
G05,5,Control,Year 1,3/9/20,Mar,16:01,15.5
K04,7,Control,Year 1,3/9/20,Mar,16:01,15
B01,1,Control,Year 1,3/9/20,Mar,20:01,13
D13,3,Control,Year 1,3/9/20,Mar,20:01,13
G05,5,Control,Year 1,3/9/20,Mar,20:01,12.5
K04,7,Control,Year 1,3/9/20,Mar,20:01,13
A04,1,High Humidity,Year 1,3/9/20,Mar,0:01,7
C10,3,High Humidity,Year 1,3/9/20,Mar,0:01,7
J07,5,High Humidity,Year 1,3/9/20,Mar,0:01,7.5
L01,7,High Humidity,Year 1,3/9/20,Mar,0:01,9
A04,1,High Humidity,Year 1,3/9/20,Mar,4:01,5
C10,3,High Humidity,Year 1,3/9/20,Mar,4:01,4.5
J07,5,High Humidity,Year 1,3/9/20,Mar,4:01,5
L01,7,High Humidity,Year 1,3/9/20,Mar,4:01,7.5
A04,1,High Humidity,Year 1,3/9/20,Mar,8:01,3.5
C10,3,High Humidity,Year 1,3/9/20,Mar,8:01,3.5
J07,5,High Humidity,Year 1,3/9/20,Mar,8:01,3.5
L01,7,High Humidity,Year 1,3/9/20,Mar,8:01,6.5
A04,1,High Humidity,Year 1,3/9/20,Mar,12:01,16
C10,3,High Humidity,Year 1,3/9/20,Mar,12:01,21.5
J07,5,High Humidity,Year 1,3/9/20,Mar,12:01,16
L01,7,High Humidity,Year 1,3/9/20,Mar,12:01,11.5
A04,1,High Humidity,Year 1,3/9/20,Mar,16:01,17.5
C10,3,High Humidity,Year 1,3/9/20,Mar,16:01,22.5
J07,5,High Humidity,Year 1,3/9/20,Mar,16:01,19
L01,7,High Humidity,Year 1,3/9/20,Mar,16:01,15
A04,1,High Humidity,Year 1,3/9/20,Mar,20:01,12.5
C10,3,High Humidity,Year 1,3/9/20,Mar,20:01,13
J07,5,High Humidity,Year 1,3/9/20,Mar,20:01,13
L01,7,High Humidity,Year 1,3/9/20,Mar,20:01,12.5
A09,3,Native Soil,Year 1,3/9/20,Mar,0:01,7.5
D02,1,Native Soil,Year 1,3/9/20,Mar,0:01,8
J09,5,Native Soil,Year 1,3/9/20,Mar,0:01,8.5
L07,7,Native Soil,Year 1,3/9/20,Mar,0:01,8
A09,3,Native Soil,Year 1,3/9/20,Mar,4:01,5.5
D02,1,Native Soil,Year 1,3/9/20,Mar,4:01,6
J09,5,Native Soil,Year 1,3/9/20,Mar,4:01,6.5
L07,7,Native Soil,Year 1,3/9/20,Mar,4:01,6.5
A09,3,Native Soil,Year 1,3/9/20,Mar,8:01,4
D02,1,Native Soil,Year 1,3/9/20,Mar,8:01,5
J09,5,Native Soil,Year 1,3/9/20,Mar,8:01,5.5
L07,7,Native Soil,Year 1,3/9/20,Mar,8:01,5
A09,3,Native Soil,Year 1,3/9/20,Mar,12:01,13.5
D02,1,Native Soil,Year 1,3/9/20,Mar,12:01,14.5
J09,5,Native Soil,Year 1,3/9/20,Mar,12:01,12
L07,7,Native Soil,Year 1,3/9/20,Mar,12:01,12.5
A09,3,Native Soil,Year 1,3/9/20,Mar,16:01,19
D02,1,Native Soil,Year 1,3/9/20,Mar,16:01,18
J09,5,Native Soil,Year 1,3/9/20,Mar,16:01,15.5
L07,7,Native Soil,Year 1,3/9/20,Mar,16:01,16
A09,3,Native Soil,Year 1,3/9/20,Mar,20:01,13.5
D02,1,Native Soil,Year 1,3/9/20,Mar,20:01,13.5
J09,5,Native Soil,Year 1,3/9/20,Mar,20:01,13
L07,7,Native Soil,Year 1,3/9/20,Mar,20:01,12.5
A00,1,Litter,Year 1,3/9/20,Mar,0:01,8
B13,3,Litter,Year 1,3/9/20,Mar,0:01,8.5
H06,5,Litter,Year 1,3/9/20,Mar,0:01,9.5
K06,7,Litter,Year 1,3/9/20,Mar,0:01,9
A00,1,Litter,Year 1,3/9/20,Mar,4:01,6.5
B13,3,Litter,Year 1,3/9/20,Mar,4:01,6.5
H06,5,Litter,Year 1,3/9/20,Mar,4:01,8
K06,7,Litter,Year 1,3/9/20,Mar,4:01,7.5
A00,1,Litter,Year 1,3/9/20,Mar,8:01,5.5
B13,3,Litter,Year 1,3/9/20,Mar,8:01,5.5
H06,5,Litter,Year 1,3/9/20,Mar,8:01,6.5
K06,7,Litter,Year 1,3/9/20,Mar,8:01,6
A00,1,Litter,Year 1,3/9/20,Mar,12:01,12.5
B13,3,Litter,Year 1,3/9/20,Mar,12:01,11.5
H06,5,Litter,Year 1,3/9/20,Mar,12:01,10
K06,7,Litter,Year 1,3/9/20,Mar,12:01,10.5
A00,1,Litter,Year 1,3/9/20,Mar,16:01,16.5
B13,3,Litter,Year 1,3/9/20,Mar,16:01,14.5
H06,5,Litter,Year 1,3/9/20,Mar,16:01,14
K06,7,Litter,Year 1,3/9/20,Mar,16:01,14.5
A00,1,Litter,Year 1,3/9/20,Mar,20:01,12.5
B13,3,Litter,Year 1,3/9/20,Mar,20:01,12.5
H06,5,Litter,Year 1,3/9/20,Mar,20:01,12.5
K06,7,Litter,Year 1,3/9/20,Mar,20:01,13
B01,1,Control,Year 1,3/10/20,Mar,0:01,11
D13,3,Control,Year 1,3/10/20,Mar,0:01,11.5
G05,5,Control,Year 1,3/10/20,Mar,0:01,10.5
K04,7,Control,Year 1,3/10/20,Mar,0:01,11
B01,1,Control,Year 1,3/10/20,Mar,4:01,11.5
D13,3,Control,Year 1,3/10/20,Mar,4:01,11.5
