Block,Col,Row,RILSet,Dormancy,Envt,Year,IndivID,BandColor,Date,BasalBranches,MainBranches,Height,Fruits
7,L,6,IS,Mixed,High Humidity,2,5,unmarked,4/15/21,1,0,4.9,5
7,L,7,IS,Mixed,Native Soil,2,7,blue-yellow,4/15/21,1,0,2.2,2
7,L,7,IS,Mixed,Native Soil,2,12,purple-yellow,4/15/21,1,0,1.5,1
7,L,7,IS,Mixed,Native Soil,2,15,yellow-orange,4/15/21,1,0,1,1
7,L,7,IS,Mixed,Native Soil,2,16,purple-orange,5/20/21,1,2,NA,3
7,L,7,IS,Mixed,Native Soil,2,21,unmarked,4/15/21,1,0,5.5,5
7,L,7,IS,Mixed,Native Soil,2,22,unmarked,4/15/21,1,0,9.4,9
7,L,7,IS,Mixed,Native Soil,2,23,unmarked,4/15/21,1,0,8.4,11
8,L,11,IS,Dormant,Control,2,10,orange-purple,4/23/21,1,0,10.7,15
8,L,11,IS,Dormant,Control,2,12,yellow-pink,4/23/21,1,0,8.4,9
8,L,11,IS,Dormant,Control,2,14,blue-pink,4/23/21,1,0,9.5,9
8,L,11,IS,Dormant,Control,2,16,blue-yellow,4/23/21,1,0,4,4
7,M,6,IS,Mixed,Control,2,1,unmarked,4/15/21,1,0,7.4,8
8,M,9,IS,Mixed,Control,2,3,blue,4/22/21,1,0,12.1,15
8,M,9,IS,Mixed,Control,2,4,purple,4/22/21,1,0,12.1,10
8,M,9,IS,Mixed,Control,2,5,green,4/22/21,1,0,3.5,2
8,M,9,IS,Mixed,Control,2,6,yellow,4/22/21,3,0,5.5,18
8,M,9,IS,Mixed,Control,2,7,orange-pink,4/22/21,1,0,5.7,6
8,M,9,IS,Mixed,Control,2,8,orange-blue,4/22/21,1,0,8.8,6
8,M,9,IS,Mixed,Control,2,9,orange-purple,4/22/21,1,0,3.6,2
8,M,9,IS,Mixed,Control,2,10,unmarked,4/22/21,1,0,3.4,4
8,M,9,IS,Mixed,Control,2,11,unmarked,4/22/21,1,1,5.6,8
8,M,9,IS,Mixed,Control,2,12,unmarked,4/22/21,1,0,4.7,3
8,M,13,IS,Mixed,Native Soil,2,1,blue,4/22/21,1,0,12.7,12
8,M,13,IS,Mixed,Native Soil,2,2,unmarked,4/22/21,1,0,14.1,15
8,M,13,IS,Mixed,Native Soil,2,3,unmarked,4/22/21,1,0,2.6,1
8,M,13,IS,Mixed,Native Soil,2,4,unmarked,4/22/21,1,0,20.8,21
8,M,13,IS,Mixed,Native Soil,2,5,unmarked,4/22/21,3,0,10.4,20
8,M,13,IS,Mixed,Native Soil,2,6,unmarked,4/22/21,1,0,5.8,3
8,M,13,IS,Mixed,Native Soil,2,7,unmarked,4/22/21,1,0,6.3,3
8,M,13,IS,Mixed,Native Soil,2,8,unmarked,4/22/21,1,0,4.9,4
8,M,13,IS,Mixed,Native Soil,2,9,unmarked,4/22/21,1,0,15.5,17
8,M,13,IS,Mixed,Native Soil,2,10,unmarked,4/22/21,1,0,4.6,4
8,M,13,IS,Mixed,Native Soil,2,11,unmarked,4/22/21,1,0,3.5,2
