PopId,Season,Year,Block,RILSet,Dormancy,Envt,Ident,TotPopSurv,TotPopAdjNew,seasonalEst
L_1,2_Autumn,2,7,Italy x Sweden,Dormant,High Humidity,7-IS_D_D,2,15,0.13333333333333333
L_1,2_Summer,2,7,Italy x Sweden,Dormant,High Humidity,7-IS_D_D,0,80,0
L_10,1_Autumn,1,8,Italy x Sweden,Dormant,Native Soil,8-IS-D-Soil,2,2,1
L_10,1_Summer,1,8,Italy x Sweden,Dormant,Native Soil,8-IS-D-Soil,0,0,NA
L_10,2_Autumn,2,8,Italy x Sweden,Dormant,Native Soil,8-IS-D-Soil,2,5,0.4
L_10,2_Summer,2,8,Italy x Sweden,Dormant,Native Soil,8-IS-D-Soil,0,0,NA
L_11,1_Autumn,1,8,Italy x Sweden,Dormant,Control,8-IS_D_C,4,5,0.8
L_11,1_Summer,1,8,Italy x Sweden,Dormant,Control,8-IS_D_C,0,0,NA
L_11,2_Autumn,2,8,Italy x Sweden,Dormant,Control,8-IS_D_C,17,22,0.7727272727272727
L_11,2_Summer,2,8,Italy x Sweden,Dormant,Control,8-IS_D_C,0,7,0
L_12,1_Autumn,1,8,UK x USA,Dormant,Control,8-TC_D_C,0,7,0
L_12,1_Summer,1,8,UK x USA,Dormant,Control,8-TC_D_C,0,0,NA
L_12,2_Autumn,2,8,UK x USA,Dormant,Control,8-TC_D_C,8,37,0.21621621621621623
L_12,2_Summer,2,8,UK x USA,Dormant,Control,8-TC_D_C,0,35,0
L_13,1_Autumn,1,8,Germany x Tajikistan,Dormant,Control,8-BS_D_C,24,24,1
L_13,1_Summer,1,8,Germany x Tajikistan,Dormant,Control,8-BS_D_C,0,0,NA
L_13,2_Autumn,2,8,Germany x Tajikistan,Dormant,Control,8-BS_D_C,15,17,0.8823529411764706
L_13,2_Summer,2,8,Germany x Tajikistan,Dormant,Control,8-BS_D_C,0,0,NA
L_2,1_Autumn,1,7,Italy x Sweden,Dormant,Litter,7-IS_D_F,0,3,0
L_2,1_Summer,1,7,Italy x Sweden,Dormant,Litter,7-IS_D_F,0,1,0
L_2,2_Autumn,2,7,Italy x Sweden,Dormant,Litter,7-IS_D_F,9,28,0.32142857142857145
L_2,2_Summer,2,7,Italy x Sweden,Dormant,Litter,7-IS_D_F,0,0,NA
L_3,1_Autumn,1,7,Italy x Sweden,Dormant,Native Soil,7-IS-D-Soil,2,2,1
L_3,1_Summer,1,7,Italy x Sweden,Dormant,Native Soil,7-IS-D-Soil,0,0,NA
L_3,2_Autumn,2,7,Italy x Sweden,Dormant,Native Soil,7-IS-D-Soil,0,0,NA
L_3,2_Summer,2,7,Italy x Sweden,Dormant,Native Soil,7-IS-D-Soil,1,2,0.5
L_4,1_Autumn,1,7,UK x USA,Non-Dormant,Control,7-TC_ND_C,0,1,0
L_4,1_Summer,1,7,UK x USA,Non-Dormant,Control,7-TC_ND_C,0,0,NA
L_4,2_Autumn,2,7,UK x USA,Non-Dormant,Control,7-TC_ND_C,1,2,0.5
L_4,2_Summer,2,7,UK x USA,Non-Dormant,Control,7-TC_ND_C,0,0,NA
L_5,1_Autumn,1,7,Germany x Tajikistan,Dormant,Litter,7-BS_D_F,12,22,0.5454545454545454
L_5,1_Summer,1,7,Germany x Tajikistan,Dormant,Litter,7-BS_D_F,16,38,0.42105263157894735
L_5,2_Autumn,2,7,Germany x Tajikistan,Dormant,Litter,7-BS_D_F,1,4,0.25
L_5,2_Summer,2,7,Germany x Tajikistan,Dormant,Litter,7-BS_D_F,0,0,NA
L_6,1_Autumn,1,7,Italy x Sweden,Mixed,High Humidity,7-IS_M_D,0,0,NA
L_6,1_Summer,1,7,Italy x Sweden,Mixed,High Humidity,7-IS_M_D,2,7,0.2857142857142857
L_6,2_Autumn,2,7,Italy x Sweden,Mixed,High Humidity,7-IS_M_D,0,0,NA
L_6,2_Summer,2,7,Italy x Sweden,Mixed,High Humidity,7-IS_M_D,13,16,0.8125
L_7,1_Autumn,1,7,Italy x Sweden,Mixed,Native Soil,7-IS-M-Soil,4,4,1
L_7,1_Summer,1,7,Italy x Sweden,Mixed,Native Soil,7-IS-M-Soil,0,4,0
L_7,2_Autumn,2,7,Italy x Sweden,Mixed,Native Soil,7-IS-M-Soil,26,34,0.7647058823529411
L_7,2_Summer,2,7,Italy x Sweden,Mixed,Native Soil,7-IS-M-Soil,16,71,0.22535211267605634
L_8,1_Autumn,1,8,Germany x Tajikistan,Non-Dormant,Control,8-BS_ND_C,0,1,0
L_8,1_Summer,1,8,Germany x Tajikistan,Non-Dormant,Control,8-BS_ND_C,0,0,NA
L_8,2_Autumn,2,8,Germany x Tajikistan,Non-Dormant,Control,8-BS_ND_C,2,10,0.2
L_8,2_Summer,2,8,Germany x Tajikistan,Non-Dormant,Control,8-BS_ND_C,0,0,NA
L_9,1_Autumn,1,8,UK x USA,Non-Dormant,Control,8-TC_ND_C,0,1,0
L_9,1_Summer,1,8,UK x USA,Non-Dormant,Control,8-TC_ND_C,0,0,NA
L_9,2_Autumn,2,8,UK x USA,Non-Dormant,Control,8-TC_ND_C,13,13,1
L_9,2_Summer,2,8,UK x USA,Non-Dormant,Control,8-TC_ND_C,0,0,NA
M_1,1_Autumn,1,7,Italy x Sweden,Non-Dormant,Native Soil,7-IS-ND-Soil,5,5,1
M_1,1_Summer,1,7,Italy x Sweden,Non-Dormant,Native Soil,7-IS-ND-Soil,0,0,NA
M_1,2_Autumn,2,7,Italy x Sweden,Non-Dormant,Native Soil,7-IS-ND-Soil,0,1,0
M_1,2_Summer,2,7,Italy x Sweden,Non-Dormant,Native Soil,7-IS-ND-Soil,6,67,0.08955223880597014
M_10,1_Autumn,1,8,Germany x Tajikistan,Non-Dormant,Litter,8-BS_ND_F,2,3,0.6666666666666666
M_10,1_Summer,1,8,Germany x Tajikistan,Non-Dormant,Litter,8-BS_ND_F,0,0,NA
M_10,2_Autumn,2,8,Germany x Tajikistan,Non-Dormant,Litter,8-BS_ND_F,0,4,0
M_10,2_Summer,2,8,Germany x Tajikistan,Non-Dormant,Litter,8-BS_ND_F,0,0,NA
M_11,1_Autumn,1,8,Italy x Sweden,Mixed,Litter,8-IS_M_F,6,6,1
M_11,1_Summer,1,8,Italy x Sweden,Mixed,Litter,8-IS_M_F,1,4,0.25
M_11,2_Autumn,2,8,Italy x Sweden,Mixed,Litter,8-IS_M_F,4,19,0.21052631578947367
M_11,2_Summer,2,8,Italy x Sweden,Mixed,Litter,8-IS_M_F,0,0,NA
M_12,1_Autumn,1,8,Italy x Sweden,Non-Dormant,Native Soil,8-IS-ND-Soil,2,3,0.6666666666666666
M_12,1_Summer,1,8,Italy x Sweden,Non-Dormant,Native Soil,8-IS-ND-Soil,0,1,0
M_12,2_Autumn,2,8,Italy x Sweden,Non-Dormant,Native Soil,8-IS-ND-Soil,0,5,0
M_12,2_Summer,2,8,Italy x Sweden,Non-Dormant,Native Soil,8-IS-ND-Soil,0,21,0
M_13,1_Autumn,1,8,Italy x Sweden,Mixed,Native Soil,8-IS-M-Soil,12,12,1
M_13,1_Summer,1,8,Italy x Sweden,Mixed,Native Soil,8-IS-M-Soil,0,1,0
M_13,2_Autumn,2,8,Italy x Sweden,Mixed,Native Soil,8-IS-M-Soil,0,7,0
M_13,2_Summer,2,8,Italy x Sweden,Mixed,Native Soil,8-IS-M-Soil,0,10,0
M_2,1_Autumn,1,7,Germany x Tajikistan,Dormant,Control,7-BS_D_C,1,2,0.5
M_2,1_Summer,1,7,Germany x Tajikistan,Dormant,Control,7-BS_D_C,0,0,NA
M_2,2_Autumn,2,7,Germany x Tajikistan,Dormant,Control,7-BS_D_C,1,11,0.09090909090909091
M_2,2_Summer,2,7,Germany x Tajikistan,Dormant,Control,7-BS_D_C,0,0,NA
M_3,1_Autumn,1,7,Germany x Tajikistan,Non-Dormant,Litter,7-BS_ND_F,0,0,NA
M_3,1_Summer,1,7,Germany x Tajikistan,Non-Dormant,Litter,7-BS_ND_F,0,0,NA
M_3,2_Autumn,2,7,Germany x Tajikistan,Non-Dormant,Litter,7-BS_ND_F,5,23,0.21739130434782608
M_3,2_Summer,2,7,Germany x Tajikistan,Non-Dormant,Litter,7-BS_ND_F,0,0,NA
M_4,1_Autumn,1,7,Germany x Tajikistan,Non-Dormant,Control,7-BS_ND_C,0,0,NA
M_4,1_Summer,1,7,Germany x Tajikistan,Non-Dormant,Control,7-BS_ND_C,0,0,NA
M_4,2_Autumn,2,7,Germany x Tajikistan,Non-Dormant,Control,7-BS_ND_C,5,7,0.7142857142857143
M_4,2_Summer,2,7,Germany x Tajikistan,Non-Dormant,Control,7-BS_ND_C,0,3,0
M_5,1_Autumn,1,7,Italy x Sweden,Non-Dormant,Control,7-IS_ND_C,0,0,NA
M_5,1_Summer,1,7,Italy x Sweden,Non-Dormant,Control,7-IS_ND_C,0,0,NA
M_5,2_Autumn,2,7,Italy x Sweden,Non-Dormant,Control,7-IS_ND_C,4,16,0.25
M_5,2_Summer,2,7,Italy x Sweden,Non-Dormant,Control,7-IS_ND_C,0,10,0
M_6,1_Autumn,1,7,Italy x Sweden,Mixed,Control,7-IS_M_C,16,22,0.7272727272727273
M_6,1_Summer,1,7,Italy x Sweden,Mixed,Control,7-IS_M_C,0,7,0
M_6,2_Autumn,2,7,Italy x Sweden,Mixed,Control,7-IS_M_C,1,6,0.16666666666666666
M_6,2_Summer,2,7,Italy x Sweden,Mixed,Control,7-IS_M_C,0,0,NA
M_8,1_Autumn,1,8,UK x USA,Mixed,Control,8-TC_M_C,15,17,0.8823529411764706
M_8,1_Summer,1,8,UK x USA,Mixed,Control,8-TC_M_C,0,0,NA
M_8,2_Autumn,2,8,UK x USA,Mixed,Control,8-TC_M_C,1,2,0.5
M_8,2_Summer,2,8,UK x USA,Mixed,Control,8-TC_M_C,51,58,0.8793103448275862
M_9,1_Autumn,1,8,Italy x Sweden,Mixed,Control,8-IS_M_C,29,33,0.8787878787878788
M_9,1_Summer,1,8,Italy x Sweden,Mixed,Control,8-IS_M_C,0,3,0
M_9,2_Autumn,2,8,Italy x Sweden,Mixed,Control,8-IS_M_C,1,12,0.08333333333333333
M_9,2_Summer,2,8,Italy x Sweden,Mixed,Control,8-IS_M_C,0,1,0
