Year,Block,PopId,RILSet,Dormancy,Envt,IndivID,BandColor,Fruits
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
2,4,G_2,IS,Dormant,Control,NA,NA,0
1,4,G_3,IS,Mixed,Litter,1,yellow,25
1,4,G_3,IS,Mixed,Litter,3,green,308
1,4,G_3,IS,Mixed,Litter,4,IC,51
1,4,G_3,IS,Mixed,Litter,5,IC,52
1,4,G_3,IS,Mixed,Litter,6,OC,19
1,4,G_3,IS,Mixed,Litter,7,OC,92
1,4,G_3,IS,Mixed,Litter,8,OC,56
1,4,G_3,IS,Mixed,Litter,9,OC,12
1,4,G_3,IS,Mixed,Litter,10,OC,50
1,4,G_3,IS,Mixed,Litter,11,OC,119
1,4,G_3,IS,Mixed,Litter,12,OC,32
1,4,G_3,IS,Mixed,Litter,13,OC,58
1,4,G_3,IS,Mixed,Litter,14,OC,44
1,4,G_3,IS,Mixed,Litter,15,OC,20
1,4,G_3,IS,Mixed,Litter,2,purple,0
1,4,G_3,IS,Mixed,Litter,NA,NA,0
1,4,G_3,IS,Mixed,Litter,NA,NA,0
1,4,G_3,IS,Mixed,Litter,NA,NA,0
1,4,G_3,IS,Mixed,Litter,NA,NA,0
1,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,0,unmarked,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
2,4,G_3,IS,Mixed,Litter,NA,NA,0
1,4,H_2,IS,Non-Dormant,Litter,NA,NA,0
1,4,H_2,IS,Non-Dormant,Litter,NA,NA,0
1,4,H_2,IS,Non-Dormant,Litter,NA,NA,0
1,4,I_1,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,I_1,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,I_1,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,I_1,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,I_1,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,I_1,IS,Non-Dormant,High Humidity,NA,NA,0
1,4,J_2,IS,Dormant,Native Soil,1,pink,49
1,4,J_2,IS,Dormant,Native Soil,2,green,11
1,4,J_2,IS,Dormant,Native Soil,3,purple,89
1,4,J_2,IS,Dormant,Native Soil,4,blue,33
1,4,J_2,IS,Dormant,Native Soil,5,yellow,27
1,4,J_2,IS,Dormant,Native Soil,6,orange,44
1,4,J_2,IS,Dormant,Native Soil,7,IC,52
1,4,J_2,IS,Dormant,Native Soil,8,IC,13
1,4,J_2,IS,Dormant,Native Soil,9,IC,4
1,4,J_2,IS,Dormant,Native Soil,10,IC,6
1,4,J_2,IS,Dormant,Native Soil,11,IC,61
1,4,J_2,IS,Dormant,Native Soil,12,IC,65
1,4,J_2,IS,Dormant,Native Soil,13,OC,41
1,4,J_2,IS,Dormant,Native Soil,14,OC,11
1,4,J_2,IS,Dormant,Native Soil,15,OC,16
1,4,J_2,IS,Dormant,Native Soil,16,OC,254
1,4,J_2,IS,Dormant,Native Soil,1.1,pink,0
2,4,J_2,IS,Dormant,Native Soil,19,blue-yellow,2
2,4,J_2,IS,Dormant,Native Soil,1,orange,0
2,4,J_2,IS,Dormant,Native Soil,2,blue,0
2,4,J_2,IS,Dormant,Native Soil,3,green,0
2,4,J_2,IS,Dormant,Native Soil,4,yellow,0
2,4,J_2,IS,Dormant,Native Soil,5,yellow-purple,0
2,4,J_2,IS,Dormant,Native Soil,6,blue-purple,0
2,4,J_2,IS,Dormant,Native Soil,7,purple-green,0
2,4,J_2,IS,Dormant,Native Soil,8,purple-pink,0
2,4,J_2,IS,Dormant,Native Soil,9,purple-orange,0
2,4,J_2,IS,Dormant,Native Soil,10,pink-orange,0
2,4,J_2,IS,Dormant,Native Soil,11,orange-green,0
2,4,J_2,IS,Dormant,Native Soil,12,orange-blue,0
2,4,J_2,IS,Dormant,Native Soil,13,purple,0
2,4,J_2,IS,Dormant,Native Soil,14,pink,0
2,4,J_2,IS,Dormant,Native Soil,15,yellow-green,0
2,4,J_2,IS,Dormant,Native Soil,16,green-pink,0
2,4,J_2,IS,Dormant,Native Soil,17,blue-pink,0
2,4,J_2,IS,Dormant,Native Soil,18,blue-green,0
2,4,J_2,IS,Dormant,Native Soil,20,orange-yellow,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
2,4,J_4,IS,Mixed,Native Soil,NA,NA,0
1,6,F_9,IS,Non-Dormant,Control,1,OC,49
1,6,H_12,IS,Dormant,Litter,1,OC,38
1,6,H_12,IS,Dormant,Litter,2,OC,152
1,6,H_12,IS,Dormant,Litter,3,OC,21
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_1,IS,Non-Dormant,Litter,NA,NA,NA
2,7,K_4,IS,Dormant,Control,1,yellow,51
2,7,K_4,IS,Dormant,Control,2,blue,5
2,7,K_4,IS,Dormant,Control,3,green,32
2,7,K_4,IS,Dormant,Control,4,pink,32
2,7,K_4,IS,Dormant,Control,5,green-yellow,7
2,7,K_4,IS,Dormant,Control,6,purple-yellow,1
2,7,K_4,IS,Dormant,Control,7,blue-pink,7
2,7,K_4,IS,Dormant,Control,8,orange-purple,9
2,7,K_4,IS,Dormant,Control,9,pink-green,22
2,7,K_4,IS,Dormant,Control,10,unmarked,2
2,7,K_4,IS,Dormant,Control,11,unmarked,6
2,7,K_4,IS,Dormant,Control,12,unmarked,3
2,7,K_4,IS,Dormant,Control,13,unmarked,7
2,7,K_4,IS,Dormant,Control,14,unmarked,11
2,7,K_4,IS,Dormant,Control,15,unmarked,2
2,7,K_4,IS,Dormant,Control,16,unmarked,16
2,7,K_4,IS,Dormant,Control,17,unmarked,1
2,7,K_4,IS,Dormant,Control,18,unmarked,11
2,7,K_4,IS,Dormant,Control,19,unmarked,8
2,7,K_4,IS,Dormant,Control,20,unmarked,4
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
1,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_5,IS,Non-Dormant,High Humidity,NA,NA,0
2,7,K_6,IS,Mixed,Litter,NA,NA,0
2,7,K_6,IS,Mixed,Litter,NA,NA,0
1,7,L_1,IS,Dormant,High Humidity,NA,NA,0
1,7,L_1,IS,Dormant,High Humidity,NA,NA,0
1,7,L_1,IS,Dormant,High Humidity,NA,NA,0
1,7,L_1,IS,Dormant,High Humidity,NA,NA,0
1,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
2,7,L_1,IS,Dormant,High Humidity,NA,NA,0
1,7,L_2,IS,Dormant,Litter,NA,NA,0
1,7,L_2,IS,Dormant,Litter,NA,NA,0
1,7,L_2,IS,Dormant,Litter,NA,NA,0
1,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_2,IS,Dormant,Litter,NA,NA,0
2,7,L_3,IS,Dormant,Native Soil,NA,NA,0
2,7,L_3,IS,Dormant,Native Soil,NA,NA,0
2,7,L_3,IS,Dormant,Native Soil,NA,NA,0
2,7,L_3,IS,Dormant,Native Soil,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,1,purple,13
2,7,L_6,IS,Mixed,High Humidity,2,pink,3
2,7,L_6,IS,Mixed,High Humidity,3,unmarked,4
2,7,L_6,IS,Mixed,High Humidity,4,unmarked,9
2,7,L_6,IS,Mixed,High Humidity,5,unmarked,5
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
2,7,L_6,IS,Mixed,High Humidity,NA,NA,0
1,7,L_7,IS,Mixed,Native Soil,1,orange,161
1,7,L_7,IS,Mixed,Native Soil,2,green,9
1,7,L_7,IS,Mixed,Native Soil,3,pink,27
2,7,L_7,IS,Mixed,Native Soil,7,blue-yellow,2
2,7,L_7,IS,Mixed,Native Soil,12,purple-yellow,1
2,7,L_7,IS,Mixed,Native Soil,15,yellow-orange,1
2,7,L_7,IS,Mixed,Native Soil,16,purple-orange,3
2,7,L_7,IS,Mixed,Native Soil,21,unmarked,5
2,7,L_7,IS,Mixed,Native Soil,22,unmarked,9
2,7,L_7,IS,Mixed,Native Soil,23,unmarked,11
2,7,L_7,IS,Mixed,Native Soil,1,yellow,0
2,7,L_7,IS,Mixed,Native Soil,2.1,pink,0
2,7,L_7,IS,Mixed,Native Soil,2.2,pink,0
2,7,L_7,IS,Mixed,Native Soil,3,blue,0
2,7,L_7,IS,Mixed,Native Soil,4,orange,0
2,7,L_7,IS,Mixed,Native Soil,5,purple,0
2,7,L_7,IS,Mixed,Native Soil,6,green,0
2,7,L_7,IS,Mixed,Native Soil,9,blue-purple,0
2,7,L_7,IS,Mixed,Native Soil,10,blue-green,0
2,7,L_7,IS,Mixed,Native Soil,11,blue-pink,0
2,7,L_7,IS,Mixed,Native Soil,13,purple-pink,0
2,7,L_7,IS,Mixed,Native Soil,14,pink-yellow,0
2,7,L_7,IS,Mixed,Native Soil,17,purple-green,0
2,7,L_7,IS,Mixed,Native Soil,18,yellow-green,0
2,7,L_7,IS,Mixed,Native Soil,19,pink-orange,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_1,IS,Non-Dormant,Native Soil,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
2,7,M_5,IS,Non-Dormant,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,1,blue,179
1,7,M_6,IS,Mixed,Control,2,orange,0
1,7,M_6,IS,Mixed,Control,4,purple,0
1,7,M_6,IS,Mixed,Control,5,yellow,0
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,NA
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
1,7,M_6,IS,Mixed,Control,NA,NA,0
2,7,M_6,IS,Mixed,Control,1,unmarked,8
2,7,M_6,IS,Mixed,Control,NA,NA,0
2,7,M_6,IS,Mixed,Control,NA,NA,0
2,7,M_6,IS,Mixed,Control,NA,NA,0
2,7,M_6,IS,Mixed,Control,NA,NA,0
2,7,M_6,IS,Mixed,Control,NA,NA,0
2,7,M_6,IS,Mixed,Control,NA,NA,0
1,8,J_11,IS,Dormant,High Humidity,NA,NA,0
1,8,J_11,IS,Dormant,High Humidity,NA,NA,0
1,8,J_11,IS,Dormant,High Humidity,NA,NA,0
1,8,J_11,IS,Dormant,High Humidity,NA,NA,0
1,8,J_11,IS,Dormant,High Humidity,NA,NA,0
1,8,J_11,IS,Dormant,High Humidity,NA,NA,0
2,8,J_11,IS,Dormant,High Humidity,NA,NA,0
2,8,J_11,IS,Dormant,High Humidity,NA,NA,0
2,8,J_11,IS,Dormant,High Humidity,NA,NA,0
1,8,J_12,IS,Non-Dormant,Control,NA,NA,0
1,8,J_12,IS,Non-Dormant,Control,NA,NA,0
1,8,J_12,IS,Non-Dormant,Control,NA,NA,0
1,8,J_12,IS,Non-Dormant,Control,NA,NA,0
1,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
2,8,J_12,IS,Non-Dormant,Control,NA,NA,0
1,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
1,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
2,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
2,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
2,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
2,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
2,8,K_8,IS,Non-Dormant,High Humidity,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
2,8,K_10,IS,Non-Dormant,Litter,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
1,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_11,IS,Mixed,High Humidity,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
2,8,K_12,IS,Dormant,Litter,NA,NA,0
1,8,L_10,IS,Dormant,Native Soil,1,purple,130
1,8,L_10,IS,Dormant,Native Soil,2,yellow,22
1,8,L_10,IS,Dormant,Native Soil,3,blue,18
1,8,L_10,IS,Dormant,Native Soil,4,orange,15
1,8,L_10,IS,Dormant,Native Soil,1.1,purple,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
2,8,L_10,IS,Dormant,Native Soil,NA,NA,0
1,8,L_11,IS,Dormant,Control,2,purple,234
1,8,L_11,IS,Dormant,Control,1,yellow,0
1,8,L_11,IS,Dormant,Control,NA,NA,NA
1,8,L_11,IS,Dormant,Control,NA,NA,NA
1,8,L_11,IS,Dormant,Control,NA,NA,NA
1,8,L_11,IS,Dormant,Control,NA,NA,0
1,8,L_11,IS,Dormant,Control,NA,NA,0
1,8,L_11,IS,Dormant,Control,NA,NA,0
